t,area
1.440075e-02, 0.0
1.450002e-02, 0.0
1.460024e-02, 0.0
1.470047e-02, 0.0
1.480070e-02, 0.0
1.490093e-02, 0.0
1.500020e-02, 0.0
1.510043e-02, 0.0
1.520066e-02, 0.0
1.530089e-02, 0.0
1.540016e-02, 0.0
1.550039e-02, 0.0
1.560062e-02, 0.0
1.570085e-02, 0.0
1.580012e-02, 0.0
1.590036e-02, 0.0
1.600059e-02, 0.0
1.610082e-02, 0.0
1.620009e-02, 0.0
1.630033e-02, 0.0
1.640056e-02, 0.0
1.650080e-02, 0.0
1.660007e-02, 0.0
1.670030e-02, 0.0
1.680054e-02, 0.0
1.690078e-02, 0.0
1.700005e-02, 0.0
1.710029e-02, 0.0
1.720052e-02, 0.0
1.730076e-02, 0.0
1.740004e-02, 0.0
1.750028e-02, 0.0
1.760051e-02, 0.0
1.770075e-02, 0.0
1.780003e-02, 0.0
1.790027e-02, 0.0
1.800051e-02, 0.0
1.810075e-02, 0.0
1.820003e-02, 0.0
1.830027e-02, 0.0
1.840051e-02, 0.0
1.850076e-02, 0.0
1.860003e-02, 0.0
1.870028e-02, 0.0
1.880052e-02, 0.0
1.890077e-02, 0.0
1.900005e-02, 0.0
1.910029e-02, 0.0
1.920054e-02, 0.0
1.930078e-02, 0.0
1.940006e-02, 0.0
1.950031e-02, 0.0
1.960056e-02, 0.0
1.970080e-02, 0.0
1.980009e-02, 0.0
1.990033e-02, 0.0
2.000058e-02, 0.0
2.010083e-02, 0.0
2.020012e-02, 0.0
2.030037e-02, 0.0
2.040062e-02, 0.0
2.050087e-02, 0.0
2.060015e-02, 0.0
2.070034e-02, 0.0
2.080011e-02, 0.0
2.090035e-02, 0.0
2.100011e-02, 0.0
2.110033e-02, 0.0
2.120008e-02, 0.0
2.130028e-02, 0.0
2.140002e-02, 0.0
2.150022e-02, 0.0
2.160087e-02, 0.0
2.170013e-02, 0.0
2.180076e-02, 0.0
2.190003e-02, 0.0
2.200065e-02, 0.0
2.210082e-02, 0.0
2.220054e-02, 0.0
2.230070e-02, 0.0
2.240042e-02, 0.0
2.250059e-02, 0.0
2.260031e-02, 0.0
2.270048e-02, 0.0
2.280022e-02, 0.0
2.290039e-02, 0.0
2.300014e-02, 0.0
2.310032e-02, 0.0
2.320009e-02, 0.0
2.330029e-02, 0.0
2.340007e-02, 0.0
2.350029e-02, 0.0
2.360009e-02, 0.0
2.370033e-02, 0.0
2.380016e-02, 0.0
2.390042e-02, 0.0
2.400028e-02, 0.0
2.410058e-02, 0.0
2.420047e-02, 0.0
