t,Eint,Ekin,Wext,Etot,Ebal,Wnormal,Wfric,Wext_1,Wext_2,Wnormal_1,Wnormal_2,Wfric_1,Wfric_2,Fn_1,Fn_2,dn_1,dn_2,bc_1_dx,bc_1_dy,bc_1_dz,bc_2_dx,bc_2_dy,bc_2_dz
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.403500e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.403500e-08,0.000000e+00
4.538000e-05,2.191099e-14,5.991074e-15,-2.474256e-15,2.790207e-14,-3.037632e-14,-2.474256e-15,1.510917e-28,0.000000e+00,-2.474256e-15,0.000000e+00,-2.474256e-15,0.000000e+00,1.510917e-28,0.000000e+00,7.269739e-08,0.000000e+00,3.403500e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.807000e-08,0.000000e+00
9.076000e-05,1.231763e-05,2.438002e-15,1.342203e-05,1.231763e-05,1.104398e-06,1.342203e-05,5.260303e-17,0.000000e+00,1.342203e-05,0.000000e+00,1.342203e-05,0.000000e+00,5.260303e-17,-3.935118e+02,-3.943596e+02,0.000000e+00,3.403500e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.021050e-07,0.000000e+00
1.361400e-04,2.505913e-05,2.378845e-15,2.683315e-05,2.505913e-05,1.774025e-06,2.683315e-05,1.874086e-16,0.000000e+00,2.683315e-05,0.000000e+00,2.683315e-05,0.000000e+00,1.874086e-16,-3.932341e+02,-3.940391e+02,0.000000e+00,3.403500e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.361400e-07,0.000000e+00
1.815200e-04,3.805828e-05,2.345797e-15,4.020974e-05,3.805828e-05,2.151461e-06,4.020974e-05,4.260379e-16,0.000000e+00,4.020974e-05,0.000000e+00,4.020974e-05,0.000000e+00,4.260379e-16,-3.922625e+02,-3.930238e+02,0.000000e+00,3.403507e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.701751e-07,0.000000e+00
2.269001e-04,5.121527e-05,2.327185e-15,5.354118e-05,5.121527e-05,2.325904e-06,5.354118e-05,7.828959e-16,0.000000e+00,5.354118e-05,0.000000e+00,5.354118e-05,0.000000e+00,7.828959e-16,-3.909781e+02,-3.916962e+02,0.000000e+00,3.403514e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.042102e-07,0.000000e+00
2.722803e-04,6.447016e-05,2.316776e-15,6.682375e-05,6.447016e-05,2.353592e-06,6.682375e-05,1.266819e-15,0.000000e+00,6.682375e-05,0.000000e+00,6.682375e-05,0.000000e+00,1.266819e-15,-3.895830e+02,-3.902598e+02,0.000000e+00,3.403521e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.382454e-07,0.000000e+00
3.176606e-04,7.778693e-05,2.311112e-15,8.005748e-05,7.778693e-05,2.270546e-06,8.005748e-05,1.882804e-15,0.000000e+00,8.005748e-05,0.000000e+00,8.005748e-05,0.000000e+00,1.882804e-15,-3.881863e+02,-3.888238e+02,0.000000e+00,3.403528e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.722807e-07,0.000000e+00
3.630409e-04,9.114397e-05,2.308222e-15,9.324436e-05,9.114397e-05,2.100384e-06,9.324436e-05,2.633434e-15,0.000000e+00,9.324436e-05,0.000000e+00,9.324436e-05,0.000000e+00,2.633434e-15,-3.868457e+02,-3.874465e+02,0.000000e+00,3.403535e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.063160e-07,0.000000e+00
4.084214e-04,1.045283e-04,2.306959e-15,1.063874e-04,1.045283e-04,1.859077e-06,1.063874e-04,3.519915e-15,0.000000e+00,1.063874e-04,0.000000e+00,1.063874e-04,0.000000e+00,3.519915e-15,-3.855901e+02,-3.861569e+02,0.000000e+00,3.403542e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.403515e-07,0.000000e+00
4.538020e-04,1.179321e-04,2.306652e-15,1.194899e-04,1.179321e-04,1.557837e-06,1.194899e-04,4.542749e-15,0.000000e+00,1.194899e-04,0.000000e+00,1.194899e-04,0.000000e+00,4.542749e-15,-3.844322e+02,-3.849675e+02,0.000000e+00,3.403549e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.743870e-07,0.000000e+00
4.991826e-04,1.313507e-04,2.306903e-15,1.325555e-04,1.313507e-04,1.204870e-06,1.325555e-04,5.702142e-15,0.000000e+00,1.325555e-04,0.000000e+00,1.325555e-04,0.000000e+00,5.702142e-15,-3.833752e+02,-3.838815e+02,0.000000e+00,3.403556e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.084225e-07,0.000000e+00
5.445634e-04,1.447812e-04,2.307476e-15,1.455877e-04,1.447812e-04,8.064419e-07,1.455877e-04,6.998231e-15,0.000000e+00,1.455877e-04,0.000000e+00,1.455877e-04,0.000000e+00,6.998231e-15,-3.824173e+02,-3.828969e+02,0.000000e+00,3.403563e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.424582e-07,0.000000e+00
5.899442e-04,1.582221e-04,2.308231e-15,1.585896e-04,1.582221e-04,3.675316e-07,1.585896e-04,8.431190e-15,0.000000e+00,1.585896e-04,0.000000e+00,1.585896e-04,0.000000e+00,8.431190e-15,-3.815538e+02,-3.820090e+02,0.000000e+00,3.403570e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.764939e-07,0.000000e+00
6.353252e-04,1.716722e-04,2.309084e-15,1.715645e-04,1.716722e-04,-1.077650e-07,1.715645e-04,1.000127e-14,0.000000e+00,1.715645e-04,0.000000e+00,1.715645e-04,0.000000e+00,1.000127e-14,-3.807788e+02,-3.812115e+02,0.000000e+00,3.403577e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.105296e-07,0.000000e+00
6.807062e-04,1.851310e-04,2.309986e-15,1.845150e-04,1.851310e-04,-6.159847e-07,1.845150e-04,1.170883e-14,0.000000e+00,1.845150e-04,0.000000e+00,1.845150e-04,0.000000e+00,1.170883e-14,-3.800857e+02,-3.804979e+02,0.000000e+00,3.403584e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.445655e-07,0.000000e+00
7.260873e-04,1.985981e-04,2.310908e-15,1.974440e-04,1.985981e-04,-1.154136e-06,1.974440e-04,1.355426e-14,0.000000e+00,1.974440e-04,0.000000e+00,1.974440e-04,0.000000e+00,1.355426e-14,-3.794681e+02,-3.798614e+02,0.000000e+00,3.403591e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.786014e-07,0.000000e+00
7.714685e-04,2.120732e-04,2.311831e-15,2.103537e-04,2.120732e-04,-1.719594e-06,2.103537e-04,1.553804e-14,0.000000e+00,2.103537e-04,0.000000e+00,2.103537e-04,0.000000e+00,1.553804e-14,-3.789196e+02,-3.792955e+02,0.000000e+00,3.403598e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.126374e-07,0.000000e+00
8.168498e-04,2.255563e-04,2.312746e-15,2.232463e-04,2.255563e-04,-2.310031e-06,2.232463e-04,1.766070e-14,0.000000e+00,2.232463e-04,0.000000e+00,2.232463e-04,0.000000e+00,1.766070e-14,-3.784342e+02,-3.787942e+02,0.000000e+00,3.403605e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.466734e-07,0.000000e+00
8.622312e-04,2.390473e-04,2.313646e-15,2.361239e-04,2.390473e-04,-2.923366e-06,2.361239e-04,1.992276e-14,0.000000e+00,2.361239e-04,0.000000e+00,2.361239e-04,0.000000e+00,1.992276e-14,-3.780063e+02,-3.783517e+02,0.000000e+00,3.403612e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.807095e-07,0.000000e+00
9.076127e-04,2.525461e-04,2.314529e-15,2.489883e-04,2.525461e-04,-3.557731e-06,2.489883e-04,2.232479e-14,0.000000e+00,2.489883e-04,0.000000e+00,2.489883e-04,0.000000e+00,2.232479e-14,-3.776307e+02,-3.779627e+02,0.000000e+00,3.403618e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.147457e-07,0.000000e+00
9.529943e-04,2.660526e-04,2.315393e-15,2.618412e-04,2.660526e-04,-4.211438e-06,2.618412e-04,2.486734e-14,0.000000e+00,2.618412e-04,0.000000e+00,2.618412e-04,0.000000e+00,2.486734e-14,-3.773029e+02,-3.776225e+02,0.000000e+00,3.403625e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.487820e-07,0.000000e+00
9.983760e-04,2.795670e-04,2.316236e-15,2.746840e-04,2.795670e-04,-4.882966e-06,2.746840e-04,2.755096e-14,0.000000e+00,2.746840e-04,0.000000e+00,2.746840e-04,0.000000e+00,2.755096e-14,-3.770183e+02,-3.773265e+02,0.000000e+00,3.403632e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.828183e-07,0.000000e+00
1.043758e-03,2.930890e-04,2.317052e-15,2.875181e-04,2.930890e-04,-5.570958e-06,2.875181e-04,3.037621e-14,0.000000e+00,2.875181e-04,0.000000e+00,2.875181e-04,0.000000e+00,3.037621e-14,-3.767731e+02,-3.770708e+02,0.000000e+00,3.403628e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.168546e-07,0.000000e+00
1.089140e-03,3.066188e-04,2.317844e-15,3.003447e-04,3.066188e-04,-6.274156e-06,3.003447e-04,3.334362e-14,0.000000e+00,3.003447e-04,0.000000e+00,3.003447e-04,0.000000e+00,3.334362e-14,-3.765636e+02,-3.768516e+02,0.000000e+00,3.403624e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.508908e-07,0.000000e+00
1.134521e-03,3.201564e-04,2.318612e-15,3.131650e-04,3.201564e-04,-6.991419e-06,3.131650e-04,3.645371e-14,0.000000e+00,3.131650e-04,0.000000e+00,3.131650e-04,0.000000e+00,3.645371e-14,-3.763867e+02,-3.766656e+02,0.000000e+00,3.403619e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.849270e-07,0.000000e+00
1.179904e-03,3.337016e-04,2.319359e-15,3.259799e-04,3.337016e-04,-7.721710e-06,3.259799e-04,3.970701e-14,0.000000e+00,3.259799e-04,0.000000e+00,3.259799e-04,0.000000e+00,3.970701e-14,-3.762394e+02,-3.765100e+02,0.000000e+00,3.403615e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.189631e-07,0.000000e+00
1.225286e-03,3.472546e-04,2.320084e-15,3.387905e-04,3.472546e-04,-8.464089e-06,3.387905e-04,4.310403e-14,0.000000e+00,3.387905e-04,0.000000e+00,3.387905e-04,0.000000e+00,4.310403e-14,-3.761190e+02,-3.763819e+02,0.000000e+00,3.403611e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.529993e-07,0.000000e+00
1.270668e-03,3.608152e-04,2.320788e-15,3.515975e-04,3.608152e-04,-9.217703e-06,3.515975e-04,4.664524e-14,0.000000e+00,3.515975e-04,0.000000e+00,3.515975e-04,0.000000e+00,4.664524e-14,-3.760232e+02,-3.762789e+02,0.000000e+00,3.403606e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.870353e-07,0.000000e+00
1.316050e-03,3.743836e-04,2.321472e-15,3.644018e-04,3.743836e-04,-9.981772e-06,3.644018e-04,5.033115e-14,0.000000e+00,3.644018e-04,0.000000e+00,3.644018e-04,0.000000e+00,5.033115e-14,-3.759496e+02,-3.761987e+02,0.000000e+00,3.403602e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.021071e-06,0.000000e+00
1.361432e-03,3.879597e-04,2.322136e-15,3.772041e-04,3.879597e-04,-1.075559e-05,3.772041e-04,5.416222e-14,0.000000e+00,3.772041e-04,0.000000e+00,3.772041e-04,0.000000e+00,5.416222e-14,-3.758965e+02,-3.761393e+02,0.000000e+00,3.403598e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.055107e-06,0.000000e+00
1.406815e-03,4.015435e-04,2.322780e-15,3.900050e-04,4.015435e-04,-1.153851e-05,3.900050e-04,5.813891e-14,0.000000e+00,3.900050e-04,0.000000e+00,3.900050e-04,0.000000e+00,5.813891e-14,-3.758619e+02,-3.760990e+02,0.000000e+00,3.403593e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.089143e-06,0.000000e+00
1.452197e-03,4.151350e-04,2.323405e-15,4.028051e-04,4.151350e-04,-1.232994e-05,4.028051e-04,6.226168e-14,0.000000e+00,4.028051e-04,0.000000e+00,4.028051e-04,0.000000e+00,6.226168e-14,-3.758442e+02,-3.760759e+02,0.000000e+00,3.403589e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.123179e-06,0.000000e+00
1.497580e-03,4.287342e-04,2.324011e-15,4.156049e-04,4.287342e-04,-1.312935e-05,4.156049e-04,6.653098e-14,0.000000e+00,4.156049e-04,0.000000e+00,4.156049e-04,0.000000e+00,6.653098e-14,-3.758420e+02,-3.760687e+02,0.000000e+00,3.403584e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.157215e-06,0.000000e+00
1.542963e-03,4.423412e-04,2.324598e-15,4.284049e-04,4.423412e-04,-1.393624e-05,4.284049e-04,7.094725e-14,0.000000e+00,4.284049e-04,0.000000e+00,4.284049e-04,0.000000e+00,7.094725e-14,-3.758539e+02,-3.760759e+02,0.000000e+00,3.403580e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.191251e-06,0.000000e+00
1.588346e-03,4.559558e-04,2.325166e-15,4.412056e-04,4.559558e-04,-1.475017e-05,4.412056e-04,7.551090e-14,0.000000e+00,4.412056e-04,0.000000e+00,4.412056e-04,0.000000e+00,7.551090e-14,-3.758787e+02,-3.760964e+02,0.000000e+00,3.403575e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.225287e-06,0.000000e+00
1.633729e-03,4.695782e-04,2.325716e-15,4.540075e-04,4.695782e-04,-1.557072e-05,4.540075e-04,8.022237e-14,0.000000e+00,4.540075e-04,0.000000e+00,4.540075e-04,0.000000e+00,8.022237e-14,-3.759154e+02,-3.761290e+02,0.000000e+00,3.403571e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.259322e-06,0.000000e+00
1.679112e-03,4.832083e-04,2.326248e-15,4.668107e-04,4.832083e-04,-1.639751e-05,4.668107e-04,8.508208e-14,0.000000e+00,4.668107e-04,0.000000e+00,4.668107e-04,0.000000e+00,8.508208e-14,-3.759629e+02,-3.761726e+02,0.000000e+00,3.403567e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.293358e-06,0.000000e+00
1.724495e-03,4.968461e-04,2.326761e-15,4.796159e-04,4.968461e-04,-1.723020e-05,4.796159e-04,9.009042e-14,0.000000e+00,4.796159e-04,0.000000e+00,4.796159e-04,0.000000e+00,9.009042e-14,-3.760204e+02,-3.762265e+02,0.000000e+00,3.403562e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.327394e-06,0.000000e+00
1.769878e-03,5.104916e-04,2.327258e-15,4.924231e-04,5.104916e-04,-1.806847e-05,4.924231e-04,9.524781e-14,0.000000e+00,4.924231e-04,0.000000e+00,4.924231e-04,0.000000e+00,9.524781e-14,-3.760870e+02,-3.762898e+02,0.000000e+00,3.403557e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.361429e-06,0.000000e+00
1.815261e-03,5.241448e-04,2.327736e-15,5.052328e-04,5.241448e-04,-1.891203e-05,5.052328e-04,1.005547e-13,0.000000e+00,5.052328e-04,0.000000e+00,5.052328e-04,0.000000e+00,1.005547e-13,-3.761621e+02,-3.763617e+02,0.000000e+00,3.403553e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.395465e-06,0.000000e+00
1.860644e-03,5.378057e-04,2.328198e-15,5.180451e-04,5.378057e-04,-1.976061e-05,5.180451e-04,1.060113e-13,0.000000e+00,5.180451e-04,0.000000e+00,5.180451e-04,0.000000e+00,1.060113e-13,-3.762449e+02,-3.764416e+02,0.000000e+00,3.403548e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.429500e-06,0.000000e+00
1.906028e-03,5.514744e-04,2.328643e-15,5.308605e-04,5.514744e-04,-2.061395e-05,5.308605e-04,1.116182e-13,0.000000e+00,5.308605e-04,0.000000e+00,5.308605e-04,0.000000e+00,1.116182e-13,-3.763349e+02,-3.765288e+02,0.000000e+00,3.403544e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.463536e-06,0.000000e+00
1.951411e-03,5.651508e-04,2.329071e-15,5.436790e-04,5.651508e-04,-2.147182e-05,5.436790e-04,1.173757e-13,0.000000e+00,5.436790e-04,0.000000e+00,5.436790e-04,0.000000e+00,1.173757e-13,-3.764316e+02,-3.766228e+02,0.000000e+00,3.403539e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.497571e-06,0.000000e+00
1.996795e-03,5.788349e-04,2.329482e-15,5.565009e-04,5.788349e-04,-2.233402e-05,5.565009e-04,1.232842e-13,0.000000e+00,5.565009e-04,0.000000e+00,5.565009e-04,0.000000e+00,1.232842e-13,-3.765343e+02,-3.767231e+02,0.000000e+00,3.403535e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.531606e-06,0.000000e+00
2.042178e-03,5.925267e-04,2.329877e-15,5.693264e-04,5.925267e-04,-2.320034e-05,5.693264e-04,1.293441e-13,0.000000e+00,5.693264e-04,0.000000e+00,5.693264e-04,0.000000e+00,1.293441e-13,-3.766428e+02,-3.768293e+02,0.000000e+00,3.403530e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.565642e-06,0.000000e+00
2.087562e-03,6.062262e-04,2.330256e-15,5.821556e-04,6.062262e-04,-2.407059e-05,5.821556e-04,1.355557e-13,0.000000e+00,5.821556e-04,0.000000e+00,5.821556e-04,0.000000e+00,1.355557e-13,-3.767565e+02,-3.769408e+02,0.000000e+00,3.403526e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.599677e-06,0.000000e+00
2.132946e-03,6.199335e-04,2.330619e-15,5.949889e-04,6.199335e-04,-2.494462e-05,5.949889e-04,1.419194e-13,0.000000e+00,5.949889e-04,0.000000e+00,5.949889e-04,0.000000e+00,1.419194e-13,-3.768752e+02,-3.770574e+02,0.000000e+00,3.403521e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.633712e-06,0.000000e+00
2.178330e-03,6.336485e-04,2.330967e-15,6.078262e-04,6.336485e-04,-2.582224e-05,6.078262e-04,1.484356e-13,0.000000e+00,6.078262e-04,0.000000e+00,6.078262e-04,0.000000e+00,1.484356e-13,-3.769985e+02,-3.771788e+02,0.000000e+00,3.403516e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.667747e-06,0.000000e+00
2.223714e-03,6.473711e-04,2.331299e-15,6.206678e-04,6.473711e-04,-2.670333e-05,6.206678e-04,1.551046e-13,0.000000e+00,6.206678e-04,0.000000e+00,6.206678e-04,0.000000e+00,1.551046e-13,-3.771261e+02,-3.773045e+02,0.000000e+00,3.403512e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.701782e-06,0.000000e+00
2.269098e-03,6.611015e-04,2.331616e-15,6.335138e-04,6.611015e-04,-2.758773e-05,6.335138e-04,1.619267e-13,0.000000e+00,6.335138e-04,0.000000e+00,6.335138e-04,0.000000e+00,1.619267e-13,-3.772577e+02,-3.774344e+02,0.000000e+00,3.403507e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.735817e-06,0.000000e+00
2.314482e-03,6.748397e-04,2.331919e-15,6.463644e-04,6.748397e-04,-2.847531e-05,6.463644e-04,1.689024e-13,0.000000e+00,6.463644e-04,0.000000e+00,6.463644e-04,0.000000e+00,1.689024e-13,-3.773930e+02,-3.775681e+02,0.000000e+00,3.403503e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.769852e-06,0.000000e+00
2.359866e-03,6.885855e-04,2.332206e-15,6.592196e-04,6.885855e-04,-2.936594e-05,6.592196e-04,1.760320e-13,0.000000e+00,6.592196e-04,0.000000e+00,6.592196e-04,0.000000e+00,1.760320e-13,-3.775320e+02,-3.777055e+02,0.000000e+00,3.403498e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.803887e-06,0.000000e+00
2.405251e-03,7.023391e-04,2.332479e-15,6.720795e-04,7.023391e-04,-3.025952e-05,6.720795e-04,1.833158e-13,0.000000e+00,6.720795e-04,0.000000e+00,6.720795e-04,0.000000e+00,1.833158e-13,-3.776743e+02,-3.778463e+02,0.000000e+00,3.403493e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.837922e-06,0.000000e+00
2.450635e-03,7.161003e-04,2.332738e-15,6.849444e-04,7.161003e-04,-3.115593e-05,6.849444e-04,1.907541e-13,0.000000e+00,6.849444e-04,0.000000e+00,6.849444e-04,0.000000e+00,1.907541e-13,-3.778197e+02,-3.779904e+02,0.000000e+00,3.403489e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.871957e-06,0.000000e+00
2.496020e-03,7.298693e-04,2.332982e-15,6.978142e-04,7.298693e-04,-3.205507e-05,6.978142e-04,1.983473e-13,0.000000e+00,6.978142e-04,0.000000e+00,6.978142e-04,0.000000e+00,1.983473e-13,-3.779681e+02,-3.781375e+02,0.000000e+00,3.403484e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.905992e-06,0.000000e+00
2.541404e-03,7.436460e-04,2.333213e-15,7.106892e-04,7.436460e-04,-3.295683e-05,7.106892e-04,2.060958e-13,0.000000e+00,7.106892e-04,0.000000e+00,7.106892e-04,0.000000e+00,2.060958e-13,-3.781194e+02,-3.782875e+02,0.000000e+00,3.403479e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.940027e-06,0.000000e+00
2.586789e-03,7.574304e-04,2.333431e-15,7.235693e-04,7.574304e-04,-3.386112e-05,7.235693e-04,2.139998e-13,0.000000e+00,7.235693e-04,0.000000e+00,7.235693e-04,0.000000e+00,2.139998e-13,-3.782733e+02,-3.784403e+02,0.000000e+00,3.403475e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.974062e-06,0.000000e+00
2.632174e-03,7.712225e-04,2.333634e-15,7.364547e-04,7.712225e-04,-3.476785e-05,7.364547e-04,2.220597e-13,0.000000e+00,7.364547e-04,0.000000e+00,7.364547e-04,0.000000e+00,2.220597e-13,-3.784299e+02,-3.785958e+02,0.000000e+00,3.403470e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.008096e-06,0.000000e+00
2.677559e-03,7.850224e-04,2.333825e-15,7.493454e-04,7.850224e-04,-3.567693e-05,7.493454e-04,2.302758e-13,0.000000e+00,7.493454e-04,0.000000e+00,7.493454e-04,0.000000e+00,2.302758e-13,-3.785888e+02,-3.787537e+02,0.000000e+00,3.403465e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.042131e-06,0.000000e+00
2.722943e-03,7.988299e-04,2.334003e-15,7.622416e-04,7.988299e-04,-3.658829e-05,7.622416e-04,2.386484e-13,0.000000e+00,7.622416e-04,0.000000e+00,7.622416e-04,0.000000e+00,2.386484e-13,-3.787501e+02,-3.789140e+02,0.000000e+00,3.403461e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.076166e-06,0.000000e+00
2.768328e-03,8.126452e-04,2.334168e-15,7.751433e-04,8.126452e-04,-3.750183e-05,7.751433e-04,2.471779e-13,0.000000e+00,7.751433e-04,0.000000e+00,7.751433e-04,0.000000e+00,2.471779e-13,-3.789137e+02,-3.790767e+02,0.000000e+00,3.403456e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.110200e-06,0.000000e+00
2.813714e-03,8.264681e-04,2.334320e-15,7.880506e-04,8.264681e-04,-3.841750e-05,7.880506e-04,2.558645e-13,0.000000e+00,7.880506e-04,0.000000e+00,7.880506e-04,0.000000e+00,2.558645e-13,-3.790794e+02,-3.792415e+02,0.000000e+00,3.403451e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.144235e-06,0.000000e+00
2.859099e-03,8.402988e-04,2.334460e-15,8.009636e-04,8.402988e-04,-3.933521e-05,8.009636e-04,2.647085e-13,0.000000e+00,8.009636e-04,0.000000e+00,8.009636e-04,0.000000e+00,2.647085e-13,-3.792471e+02,-3.794084e+02,0.000000e+00,3.403446e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.178269e-06,0.000000e+00
2.904484e-03,8.541372e-04,2.334588e-15,8.138823e-04,8.541372e-04,-4.025489e-05,8.138823e-04,2.737104e-13,0.000000e+00,8.138823e-04,0.000000e+00,8.138823e-04,0.000000e+00,2.737104e-13,-3.794168e+02,-3.795774e+02,0.000000e+00,3.403442e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.212304e-06,0.000000e+00
2.949869e-03,8.679833e-04,2.334704e-15,8.268068e-04,8.679833e-04,-4.117648e-05,8.268068e-04,2.828702e-13,0.000000e+00,8.268068e-04,0.000000e+00,8.268068e-04,0.000000e+00,2.828702e-13,-3.795885e+02,-3.797483e+02,0.000000e+00,3.403437e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.246338e-06,0.000000e+00
2.995255e-03,8.818371e-04,2.334809e-15,8.397372e-04,8.818371e-04,-4.209991e-05,8.397372e-04,2.921885e-13,0.000000e+00,8.397372e-04,0.000000e+00,8.397372e-04,0.000000e+00,2.921885e-13,-3.797620e+02,-3.799211e+02,0.000000e+00,3.403432e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.280372e-06,0.000000e+00
3.040640e-03,8.956986e-04,2.334902e-15,8.526734e-04,8.956986e-04,-4.302512e-05,8.526734e-04,3.016654e-13,0.000000e+00,8.526734e-04,0.000000e+00,8.526734e-04,0.000000e+00,3.016654e-13,-3.799372e+02,-3.800958e+02,0.000000e+00,3.403428e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.314406e-06,0.000000e+00
3.086026e-03,9.095678e-04,2.334984e-15,8.656157e-04,9.095678e-04,-4.395205e-05,8.656157e-04,3.113012e-13,0.000000e+00,8.656157e-04,0.000000e+00,8.656157e-04,0.000000e+00,3.113012e-13,-3.801142e+02,-3.802722e+02,0.000000e+00,3.403423e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.348441e-06,0.000000e+00
3.131411e-03,9.234447e-04,2.335054e-15,8.785640e-04,9.234447e-04,-4.488063e-05,8.785640e-04,3.210962e-13,0.000000e+00,8.785640e-04,0.000000e+00,8.785640e-04,0.000000e+00,3.210962e-13,-3.802928e+02,-3.804503e+02,0.000000e+00,3.403418e-08,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.382475e-06,0.000000e+00
